OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,25,29,206605,43,184705
00106200,SHELDON JACKSON COLLEGE,AK,998357699,PRIVATE,15,16,89511,27,78011
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,24,24,194200,42,186760
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,11,11,60267,17,51328
01146200,UNIVERSITY OF ALASKA ANCHORAGE,AK,995088050,PUBLIC,39,42,215653,74,204180
02541000,CAREER ACADEMY,AK,995071033,PROPRIETARY,1,1,6473,2,6473
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,0,0,0,0,0
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,477,538,2653488,954,2490587
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,59,67,342866,126,320800
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,68,75,289123,122,271719
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,PUBLIC,322,378,1584880,643,1499893
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350110000,PUBLIC,3,3,11120,6,11120
00100900,AUBURN UNIVERSITY,AL,368495113,PUBLIC,1051,1345,10226454,2133,9597516
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,90,94,927808,176,865923
00101300,JOHN C CALHOUN STATE COMMUNITY COLLEGE,AL,356092216,PUBLIC,0,0,0,0,0
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,PUBLIC,1,1,2500,2,2500
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,73,83,295619,131,276862
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,130,134,963867,237,876632
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,18,21,94040,40,94040
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,53,55,225687,85,214229
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,4,4,21000,6,17650
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,61,64,308522,113,306972
00103300,OAKWOOD UNIVERSITY,AL,358960001,PRIVATE,174,194,1423265,328,1334211
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,472,541,3877281,932,3781631
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,PUBLIC,6,6,12813,8,10867
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,162,165,1462866,308,1423917
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,85,92,476462,154,447462
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,8,9,50415,16,45415
00104700,TROY UNIVERSITY,AL,360820001,PUBLIC,125,129,989490,227,918853
00104800,TROY STATE UNIVERSITY DOTHAN,AL,363031575,PUBLIC,0,0,0,0,0
00104900,TROY STATE UNIVERSITY MONTGOMERY,AL,361034419,PUBLIC,6,6,24342,11,19009
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,1,1,3080,2,3080
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,PUBLIC,242,260,1442728,448,1322668
00106000,FAULKNER STATE COMMUNITY COLLEGE,AL,365072698,PUBLIC,16,16,57868,29,57868
00569100,SHELTON STATE COMMUNITY COLLEGE,AL,354054017,PUBLIC,1,1,5000,2,5000
00569700,NORTHWEST - SHOALS COMMUNITY COLLEGE,AL,356623206,PUBLIC,0,0,0,0,0
00614900,HOLY NAME OF JESUS HOSPITAL,AL,35902,PRIVATE,0,0,0,0,0
00831000,AUBURN UNIVERSITY MONTGOMERY,AL,361173596,PUBLIC,47,55,168149,69,164249
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,59,78,302816,153,298164
02170600,UNITED STATES SPORTS ACADEMY,AL,365267055,PRIVATE,0,0,0,0,0
02199700,HERITAGE CHRISTIAN UNIVERSITY,AL,356306245,PRIVATE,0,0,0,0,0
02270400,SOUTHEASTERN BIBLE COLLEGE,AL,352442083,PRIVATE,6,6,30900,10,28150
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,361174231,PROPRIETARY,12,14,93849,36,88081
02503400,AMRIDGE UNIVERSITY,AL,361173553,PRIVATE,1,1,3000,1,3000
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PROPRIETARY,25,28,208558,66,188935
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,PUBLIC,15,16,49227,30,48039
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,PUBLIC,57,63,256442,112,249817
00108800,LYON COLLEGE,AR,725013699,PRIVATE,33,33,210379,62,210379
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,PUBLIC,59,65,249136,108,225112
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,PUBLIC,122,135,544434,220,517402
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,PRIVATE,18,18,90230,32,87330
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,PRIVATE,27,29,227277,40,227277
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,PRIVATE,18,19,61908,36,59893
00109700,HARDING UNIVERSITY,AR,721490001,PRIVATE,618,694,5024352,1260,4790305
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,PUBLIC,80,90,420969,162,403269
00109900,HENDRIX COLLEGE,AR,720323080,PRIVATE,175,183,1563326,514,1492254
00110000,JOHN BROWN UNIVERSITY,AR,727612747,PRIVATE,101,106,604696,187,583505
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,PUBLIC,56,60,276471,95,258690
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,PRIVATE,88,92,643428,162,608739
00110400,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,AR,723420000,PUBLIC,0,0,0,0,0
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,PUBLIC,19,22,89246,38,82396
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,PUBLIC,410,443,2929925,794,2788384
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,PUBLIC,43,43,212101,86,204601
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,PUBLIC,1,1,1200,1,1200
00524500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON,AR,721109601,PUBLIC,0,0,0,0,0
00570700,SOUTHEAST ARKANSAS COLLEGE,AR,716033900,PUBLIC,0,0,0,0,0
00773800,SOUTHERN ARKANSAS UNIVERSITY TECH,AR,717011900,PUBLIC,0,0,0,0,0
00792100,PAUL MITCHELL THE SCHOOL ARKANSAS,AR,727016216,PROPRIETARY,1,1,5023,3,5023
00997600,OUACHITA TECHNICAL COLLEGE,AR,721040816,PUBLIC,0,0,0,0,0
