OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,0,0,0,0,0
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,0,0,0,0,0
02583300,NEW CONCEPTS BEAUTY SCHOOL,AK,997093732,PROPRIETARY,0,0,0,0,0
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,1,1,8648,1,8648
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,39,41,150158,66,147399
00100800,ATHENS STATE UNIVERSITY,AL,356111999,PUBLIC,0,0,0,0,0
00100900,AUBURN UNIVERSITY,AL,368495113,PUBLIC,1146,1468,8889831,2629,8686735
00101300,JOHN C CALHOUN STATE COMMUNITY COLLEGE,AL,356092216,PUBLIC,0,0,0,0,0
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,85,95,356417,156,347577
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,PUBLIC,0,0,0,0,0
00102800,MILES COLLEGE,AL,350642697,PRIVATE,91,102,304159,146,300859
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,181,196,697016,211,670163
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,26,29,102353,39,95430
00105000,TUSKEGEE UNIVERSITY,AL,360881645,PRIVATE,371,423,2545855,548,2460051
00105100,UNIVERSITY OF ALABAMA,AL,354870120,PUBLIC,736,788,5366223,1227,5171317
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,PUBLIC,195,204,1142226,500,1021616
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,17,18,43454,19,43454
00446200,GADSDEN BUSINESS COLLEGE,AL,359063658,PROPRIETARY,21,22,97445,41,92486
00831000,AUBURN UNIVERSITY MONTGOMERY,AL,361173596,PUBLIC,49,59,172474,103,153497
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,0,0,0,0,0
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PROPRIETARY,265,309,942335,620,870704
03010600,VIRGINIA COLLEGE,AL,352095154,PROPRIETARY,118,128,508199,217,467104
03361400,FORTIS COLLEGE,AL,365353547,PROPRIETARY,0,0,0,0,0
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,PRIVATE,2,2,4000,2,4000
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,PUBLIC,353,370,1561650,620,1464282
00110300,PHILANDER SMITH COLLEGE,AR,722023718,PRIVATE,14,15,80219,19,69174
00110600,WILLIAMS BAPTIST COLLEGE,AR,724764661,PRIVATE,21,23,74850,29,68114
00573200,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE,AR,718010000,PUBLIC,0,0,0,0,0
01226000,EAST ARKANSAS COMMUNITY COLLEGE,AR,723352204,PUBLIC,1,1,1813,1,1813
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,PUBLIC,0,0,0,0,0
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,PUBLIC,483,501,3002535,844,2838288
00726600,PIMA COUNTY COMMUNITY COLLEGE,AZ,857095000,PUBLIC,29,29,135025,49,129336
00830300,GATEWAY COMMUNITY COLLEGE,AZ,850341795,PUBLIC,0,0,0,0,0
00886400,ARIZONA ACADEMY OF BEAUTY,AZ,857125021,PROPRIETARY,0,0,0,0,0
00945100,BROWN MACKIE COLLEGE,AZ,857125300,PROPRIETARY,36,39,113642,86,107397
01084700,ARIZONA AUTOMOTIVE INSTITUTE,AZ,853013503,PROPRIETARY,73,87,752674,116,660668
01180200,ARIZONA ACADEMY OF BEAUTY - NORTH,AZ,857052720,PROPRIETARY,0,0,0,0,0
01218400,INTERNATIONAL ACADEMY OF HAIR DESIGN,AZ,852257198,PROPRIETARY,1,1,2000,1,2000
02071200,KAPLAN COLLEGE,AZ,850294349,PROPRIETARY,52,54,229695,85,214794
02100600,APOLLO COLLEGE,AZ,850154096,PROPRIETARY,1,1,3586,2,3586
02173300,DEVOE COLLEGE OF BEAUTY,AZ,856351832,PROPRIETARY,0,0,0,0,0
02218800,BROOKLINE COLLEGE,AZ,850215820,PROPRIETARY,78,95,327529,146,307540
02263100,ANTHEM COLLEGE,AZ,850144973,PROPRIETARY,506,715,3277402,1159,3036349
02280500,CHARLES OF ITALY BEAUTY COLLEGE,AZ,864035770,PROPRIETARY,0,0,0,0,0
02295000,EVEREST COLLEGE PHOENIX,AZ,850211610,PROPRIETARY,4,4,30093,6,22695
02491500,ART CENTER DESIGN COLLEGE (THE),AZ,857162505,PROPRIETARY,2,2,9000,3,7982
02501700,CHARLES OF ITALY BEAUTY COLLEGE,AZ,864427505,PROPRIETARY,0,0,0,0,0
02559000,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY,AZ,852831056,PROPRIETARY,0,0,0,0,0
02561900,TONI AND GUY HAIRDRESSING ACADEMY,AZ,852513301,PROPRIETARY,0,0,0,0,0
02582700,CORTIVA INSTITUTE - TUCSON,AZ,857103503,PROPRIETARY,13,14,129319,39,127653
02623600,PARADISE VALLEY COMMUNITY COLLEGE,AZ,850321210,PUBLIC,0,0,0,0,0
03034400,CONSERVATORY OF RECORDING ARTS & SCIENCES,AZ,852821707,PROPRIETARY,7,8,43188,15,38037
03072200,CHANDLER - GILBERT COMMUNITY COLLEGE,AZ,852252499,PUBLIC,9,9,70093,14,66599
03076400,BRYMAN SCHOOL OF ARIZONA (THE),AZ,850294919,PROPRIETARY,171,233,853853,337,812205
03120300,COLLEGE AMERICA - FLAGSTAFF,AZ,860043936,PROPRIETARY,1,1,4101,2,4101
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,PRIVATE,14,14,64000,14,61500
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,PRIVATE,55,55,777423,107,762199
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,PUBLIC,0,0,0,0,0
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,PUBLIC,0,0,0,0,0
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072397,PUBLIC,0,0,0,0,0
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,PUBLIC,240,247,1502933,295,1472414
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,PUBLIC,0,0,0,0,0
00114900,HUMBOLDT STATE UNIVERSITY,CA,955218299,PUBLIC,161,169,879797,263,845908
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,PUBLIC,469,473,2540413,789,2439128
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,PUBLIC,1469,1497,10205335,2511,9814006
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,PUBLIC,0,0,0,0,0
00115600,SONOMA STATE UNIVERSITY,CA,949283609,PUBLIC,349,351,2445363,566,2326906
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,PUBLIC,4,4,16000,6,16000
00119000,CONTRA COSTA COLLEGE,CA,948063195,PUBLIC,0,0,0,0,0
00119300,CYPRESS COLLEGE,CA,906305897,PUBLIC,0,0,0,0,0
00120100,FULLERTON COLLEGE,CA,928322095,PUBLIC,0,0,0,0,0
00121900,LONG BEACH CITY COLLEGE,CA,908081780,PUBLIC,0,0,0,0,0
00122300,LOS ANGELES CITY COLLEGE,CA,900293588,PUBLIC,0,0,0,0,0
00122400,LOS ANGELES HARBOR COLLEGE,CA,907442397,PUBLIC,0,0,0,0,0
00122600,LOS ANGELES PIERCE COLLEGE,CA,913710001,PUBLIC,0,0,0,0,0
00122800,LOS ANGELES VALLEY COLLEGE,CA,914014096,PUBLIC,0,0,0,0,0
00124100,MONTEREY INSTITUTE OF INTERNATIONAL STUDIES,CA,939402691,PRIVATE,0,0,0,0,0
00124200,MONTEREY PENINSULA COLLEGE,CA,939404799,PUBLIC,0,0,0,0,0
00124500,MOUNT SAN ANTONIO COLLEGE,CA,917891399,PUBLIC,1,1,6900,1,6900
00124700,NAPA VALLEY COLLEGE,CA,945586236,PUBLIC,0,0,0,0,0
00126000,PALOMAR COLLEGE,CA,920691486,PUBLIC,0,0,0,0,0
00126100,PASADENA CITY COLLEGE,CA,911062003,PUBLIC,0,0,0,0,0
00126900,RIO HONDO COMMUNITY COLLEGE,CA,906011699,PUBLIC,0,0,0,0,0
00127300,SAN DIEGO CITY COLLEGE,CA,921014787,PUBLIC,0,0,0,0,0
00127500,SAN DIEGO MESA COLLEGE,CA,921114996,PUBLIC,0,0,0,0,0
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY,CA,949602905,PRIVATE,0,0,0,0,0
00128500,SANTA BARBARA CITY COLLEGE,CA,931092394,PUBLIC,0,0,0,0,0
00128700,SANTA ROSA JUNIOR COLLEGE,CA,954014395,PUBLIC,0,0,0,0,0
00130700,FRESNO CITY COLLEGE,CA,937410002,PUBLIC,0,0,0,0,0
00130800,REEDLEY COLLEGE,CA,936542099,PUBLIC,0,0,0,0,0
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY",CA,947201520,PUBLIC,2174,2465,16408422,3686,15934204
00131300,"UNIVERSITY OF CALIFORNIA, DAVIS",CA,956168558,PUBLIC,1027,1046,7066777,1815,6692831
00131400,"UNIVERSITY OF CALIFORNIA, IRVINE",CA,926970001,PUBLIC,1472,1609,9684229,2921,9174991
00131600,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",CA,925210209,PUBLIC,1136,1176,6131760,2997,5872390
00132000,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",CA,931062030,PUBLIC,2323,2546,16764223,5025,16449057
00132100,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",CA,950640001,PUBLIC,703,726,5643930,1352,5354493
00132500,UNIVERSITY OF SAN FRANCISCO,CA,941171080,PRIVATE,455,470,5318845,755,5207090
00132600,SANTA CLARA UNIVERSITY,CA,950534956,PRIVATE,202,203,2773973,388,2685484
00132900,UNIVERSITY OF THE PACIFIC,CA,952110197,PRIVATE,300,317,3284699,503,3134148
00133500,VICTOR VALLEY COMMUNITY COLLEGE,CA,923955850,PUBLIC,0,0,0,0,0
00394800,SAN FRANCISCO ART INSTITUTE,CA,941332299,PRIVATE,67,73,641905,127,630093
