OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,38,45,524338,82,491009
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,48,55,325886,91,298632
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,15,17,145079,32,134038
01146200,UNIVERSITY OF ALASKA ANCHORAGE,AK,995088050,PUBLIC,162,168,1606949,296,1478304
02541000,ALASKA CAREER COLLEGE,AK,995071033,PROPRIETARY,5,5,37500,8,23616
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,22,25,113962,52,109199
03160300,AVTEC - ALASKA'S INSTITUTE OF TECHNOLOGY,AK,996640889,PUBLIC,2,2,17276,3,13138
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,385,449,2909515,761,2864671
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,112,129,872096,207,840386
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,73,82,412935,131,403014
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350110000,PUBLIC,1,1,4499,2,4499
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,136,149,1861584,280,1848956
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,PUBLIC,6,6,33043,13,33043
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,119,126,685794,229,669274
00101700,GADSDEN STATE COMMUNITY COLLEGE,AL,359032269,PUBLIC,1,1,2400,2,2400
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,128,134,1223259,256,1169487
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,224,237,1441886,424,1405937
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,27,33,207789,55,197756
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,60,68,368188,116,339520
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,16,17,80692,27,71433
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,112,122,903024,226,864008
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,PUBLIC,0,0,0,0,0
00103300,OAKWOOD UNIVERSITY,AL,358960001,PRIVATE,162,178,2105437,304,2075675
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,486,554,7253551,1000,7081755
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,PUBLIC,17,18,83840,32,77440
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,146,157,1562866,282,1538401
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,169,183,1393115,336,1360275
