OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,0,0,0,0,0
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,0,0,0,0,0
00100800,ATHENS STATE UNIVERSITY,AL,356111999,PUBLIC,0,0,0,0,0
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,206,228,911225,428,865306
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,PUBLIC,0,0,0,0,0
00102800,MILES COLLEGE,AL,350642697,PRIVATE,270,328,1008878,592,928841
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,17,19,104563,19,104563
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,3,3,20008,6,19935
00105100,UNIVERSITY OF ALABAMA,AL,354870120,PUBLIC,859,955,8390701,1736,8103187
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,PUBLIC,599,622,4266095,1301,3862515
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,184,195,971449,354,947747
00446200,GADSDEN BUSINESS COLLEGE,AL,359063658,PROPRIETARY,0,0,0,0,0
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,0,0,0,0,0
02341000,FORTIS COLLEGE,AL,366092012,PROPRIETARY,0,0,0,0,0
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PROPRIETARY,112,141,430698,333,399913
03010600,VIRGINIA COLLEGE,AL,352095154,PROPRIETARY,616,840,4318054,1767,3743044
03361400,FORTIS COLLEGE,AL,365353547,PROPRIETARY,0,0,0,0,0
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,PRIVATE,11,11,51400,12,47542
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,PUBLIC,995,1089,5571239,1982,5228981
00110300,PHILANDER SMITH COLLEGE,AR,722023718,PRIVATE,0,0,0,0,0
00110600,WILLIAMS BAPTIST COLLEGE,AR,724764661,PRIVATE,20,24,87590,40,79912
00573200,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE,AR,718010000,PUBLIC,0,0,0,0,0
01226000,EAST ARKANSAS COMMUNITY COLLEGE,AR,723352204,PUBLIC,12,13,22207,15,20545
02525800,LEES SCHOOL OF COSMETOLOGY,AR,721143800,PROPRIETARY,9,9,56335,15,56433
03065100,ABC BEAUTY COLLEGE,AR,719234206,PROPRIETARY,0,0,0,0,0
03254300,MARGARET'S HAIR ACADEMY,AR,716554905,PROPRIETARY,2,2,11250,4,11250
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,PUBLIC,0,0,0,0,0
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,PUBLIC,824,922,6120445,1480,5894403
00726600,PIMA COUNTY COMMUNITY COLLEGE,AZ,857095000,PUBLIC,10,11,34334,19,34365
00886400,ARIZONA ACADEMY OF BEAUTY,AZ,857125021,PROPRIETARY,12,12,58252,23,56052
00945100,BROWN MACKIE COLLEGE,AZ,857125300,PROPRIETARY,33,38,134836,106,121782
01180200,ARIZONA ACADEMY OF BEAUTY - NORTH,AZ,857052720,PROPRIETARY,5,5,24500,9,21000
01218400,INTERNATIONAL ACADEMY OF HAIR DESIGN,AZ,852257198,PROPRIETARY,12,12,46625,22,44625
02071200,KAPLAN COLLEGE,AZ,850294349,PROPRIETARY,55,67,327377,117,306983
02173300,DEVOE COLLEGE OF BEAUTY,AZ,856351832,PROPRIETARY,0,0,0,0,0
