OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,
01252500,CARIBBEAN UNIVERSITY,PR,009600493,Private-Nonprofit,36,36,114795,73,114795,
01254000,UNIVERSIDAD DE NAVARRA,,31009,Foreign-Private,3,3,37950,6,37950,
01255000,LOS ANGELES MISSION COLLEGE,CA,913423200,Public,0,0,0,0,0,
01256100,FIVE TOWNS COLLEGE,NY,117465871,Proprietary,148,158,1994154,331,1994154,
01257300,WEST VIRGINIA UNIVERSITY HOSPITALS,WV,265068062,Private-Nonprofit,0,0,0,0,0,
01257400,RINGLING COLLEGE OF ART & DESIGN,FL,342345895,Private-Nonprofit,345,350,10585737,674,10585737,
01258000,SAINT LOUIS CHRISTIAN COLLEGE,MO,630336499,Private-Nonprofit,7,7,29675,14,29675,
01258400,ILLINOIS INSTITUTE OF ART (THE),IL,606541593,Proprietary,661,875,7912575,2329,7912575,
01258600,METROPOLITAN COMMUNITY COLLEGE,NE,681111658,Public,3,3,10686,14,10686,
01258900,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,NY,142241825,Public,2,2,19079,4,19079,
01260600,EMPIRE BEAUTY SCHOOL,PA,179013859,Proprietary,123,142,673311,274,673311,
01262700,THOMAS M. COOLEY LAW SCHOOL,MI,489332002,Private-Nonprofit,0,0,0,0,0,
01265000,MARINELLO SCHOOL OF BEAUTY,CA,915022828,Proprietary,13,13,36230,19,36230,
01265200,ONONDAGA CORTLAND MADISON BOCES,NY,130884500,Public,19,19,73425,38,73425,
01267000,BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY,CO,802473048,Proprietary,50,64,719384,171,719384,
01267200,CAROUSEL BEAUTY COLLEGE,OH,450445113,Proprietary,0,0,0,0,0,
01269300,PELLISSIPPI STATE COMMUNITY COLLEGE,TN,379330990,Public,29,35,115769,66,115769,
01274400,SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS,VA,238345133,Proprietary,0,0,0,0,0,
01275000,EDISON STATE COMMUNITY COLLEGE,OH,453569239,Public,4,5,36423,11,36423,
01276400,METROPLEX BEAUTY SCHOOL,TX,751493504,Proprietary,2,2,17496,4,17496,
01276500,UNIVERSITY OF OXFORD - LINACRE COLLEGE,,OX1 3JA,Foreign-Public,0,0,0,0,0,
01276600,"NATIONAL UNIVERSITY OF IRELAND, GALWAY",,0,Foreign-Public,9,10,281902,20,281902,
01278300,OSWEGO COUNTY BOCES,NY,131144498,Public,0,0,0,0,0,
01280200,PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA,,,Foreign-Private,4,6,23135,9,23135,
01280300,DOMINICAN HOUSE OF STUDIES,DC,200171584,Private-Nonprofit,0,0,0,0,0,
01281100,INSTITUTO TECNOLOGICO DE SANTO DOMINGO,,10602,Foreign-Private,0,0,0,0,0,
01281300,JOHN WOOD COMMUNITY COLLEGE,IL,623050401,Public,13,16,58618,46,58618,
01282300,PAT GOINS RUSTON BEAUTY SCHOOL,LA,712704301,Proprietary,1,1,1957,2,1957,
01283900,UNIVERSITY OF CAMBRIDGE - SAINT JOHN'S COLLEGE,,CB2   1TP,Foreign-Public,0,0,0,0,0,
01284800,MOLER HOLLYWOOD BEAUTY ACADEMY,OH,452132577,Proprietary,1,1,6000,2,6000,
01285000,INTERNATIONAL SALON AND SPA ACADEMY,CO,809183684,Proprietary,1,1,4150,2,4150,
01287000,SOUTHERN STATE COMMUNITY COLLEGE,OH,451339406,Public,2,2,9026,4,9026,
01287200,NORTH-WEST COLLEGE,CA,917683199,Proprietary,184,197,1214339,375,1214339,
01287900,PAT GOINS BENTON ROAD BEAUTY SCHOOL,LA,711114838,Proprietary,0,0,0,0,0,
01288000,CELEBRITY STYLIST BEAUTY SCHOOL,LA,712015167,Proprietary,0,0,0,0,0,
01288100,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,014204649,Public,2,2,6461,4,6461,
01289100,ANTONELLI COLLEGE,OH,452022592,Proprietary,76,92,622702,164,622702,
01289600,VIRGINIA MARTI COLLEGE OF ART AND DESIGN,OH,441073002,Proprietary,26,32,221391,75,221391,
01291200,MTI COLLEGE,CA,958413037,Proprietary,27,27,176668,53,175722,
01292700,SYRACUSE CITY SCHOOL DISTRICT,NY,132023092,Public,3,3,8000,5,8000,
01292900,SOUTH HILLS BEAUTY ACADEMY,PA,152162335,Proprietary,20,21,97280,43,97280,
01293000,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,778022798,Proprietary,5,5,35460,10,35460,
01293200,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,750614235,Proprietary,15,16,93662,29,93662,
01294800,ROB ROY ACADEMY,MA,027215330,Proprietary,6,6,28798,10,28798,
01295400,HUDSON COUNTY COMMUNITY COLLEGE,NJ,073064012,Public,18,18,82271,29,82271,
01297800,UNIVERSITY OF HUDDERSFIELD (THE),,HD1   3DH,Foreign-Public,2,2,35883,5,35883,
01298400,PROFESSIONAL INSTITUTE OF BEAUTY,CA,917312613,Proprietary,0,0,0,0,0,
01298900,OCEANSIDE COLLEGE OF BEAUTY,CA,920545393,Proprietary,1,1,3326,2,3326,
01300500,OLYMPIAN ACADEMY OF COSMETOLOGY,NM,883105051,Proprietary,69,77,272446,149,272446,
01300600,LA'JAMES INTERNATIONAL COLLEGE,IA,506135242,Proprietary,3,3,20700,6,20700,
01300700,NAZARENE BIBLE COLLEGE,CO,809103704,Private-Nonprofit,0,0,0,0,0,
01300800,SUMMIT SALON ACADEMY - PORTLAND,OR,972236432,Proprietary,0,0,0,0,0,
01301000,LANCASTER BEAUTY SCHOOL,CA,935343098,Proprietary,6,6,27500,12,27500,
01301600,OGLE SCHOOL HAIR SKIN NAILS,TX,760137400,Proprietary,94,106,476598,201,476598,
01302200,CITY UNIVERSITY OF SEATTLE,WA,981211851,Private-Nonprofit,5,6,81411,15,81411,
01302900,BORICUA COLLEGE,NY,100321599,Private-Nonprofit,0,0,0,0,0,
01303900,SOUTH UNIVERSITY,GA,314064881,Proprietary,461,549,4062970,1305,4062970,
01307400,AMERICAN BEAUTY COLLEGE,CA,917902906,Proprietary,3,3,9738,5,9738,
01308800,CAPRI OAK FOREST BEAUTY COLLEGE,IL,604522798,Proprietary,11,11,106245,26,106245,
01309500,SALON SUCCESS ACADEMY,CA,928813415,Proprietary,25,34,93710,77,93710,
01310300,CALIFORNIA WESTERN SCHOOL OF LAW,CA,921013046,Private-Nonprofit,0,0,0,0,0,
01313200,INTERNATIONAL COLLEGE OF BROADCASTING,OH,454311898,Proprietary,5,5,23000,10,23000,
01315300,MASSEY UNIVERSITY,,4744,Foreign-Public,1,2,34811,4,34811,
01318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,030513754,Proprietary,5,5,42341,9,42341,
01320800,BAPTIST BIBLE COLLEGE,MO,658033498,Private-Nonprofit,52,55,395458,95,395458,
01321400,ROXBOROUGH MEMORIAL HOSPITAL,PA,191281737,Proprietary,4,4,35000,8,35000,
01321800,M.J. MURPHY BEAUTY COLLEGE,MI,488582502,Proprietary,1,1,3564,2,3564,
01323100,UNIVERSITY OF HOUSTON - VICTORIA,TX,779015731,Public,32,40,236074,62,236074,
01323200,ACADEMY OF HAIR DESIGN,NV,891461617,Proprietary,24,24,166841,46,166841,
01324000,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,954037757,Proprietary,11,11,59789,26,59789,
01326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,168014516,Proprietary,128,144,1348566,389,1348566,
02050300,ACADEMY COLLEGE,MN,554311411,Proprietary,9,13,219342,38,219342,
02052000,BRIGHTWOOD COLLEGE,OH,454391516,Proprietary,19,23,184514,60,184514,
02052200,BLACK RIVER TECHNICAL COLLEGE,AR,724550468,Public,0,0,0,0,0,
02052400,UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE,,CB3   9EU,Foreign-Public,0,0,0,0,0,
02053000,LIBERTY UNIVERSITY,VA,245152269,Private-Nonprofit,1892,2074,28185728,3618,28185728,
02053300,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO,,22830,Foreign-Private,0,0,0,0,0,
02053700,EASTWICK COLLEGE,NJ,074462546,Proprietary,48,49,510634,125,510634,
02054300,TRUMBULL BUSINESS COLLEGE,OH,444843250,Proprietary,0,0,0,0,0,
02054900,MARINELLO SCHOOL OF BEAUTY,CA,926304748,Proprietary,27,27,82701,35,82701,
02055200,HARRINGTON COLLEGE OF DESIGN,IL,606051900,Proprietary,0,0,0,0,0,
02055400,BOSSIER PARISH COMMUNITY COLLEGE,LA,711110000,Public,56,56,292212,98,292212,
02055500,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,LA,706014334,Proprietary,2,2,7498,4,7498,
02056100,FOUR RIVERS CAREER CENTER,MO,630904543,Public,0,0,0,0,0,
02056400,CAPRI COSMETOLOGY LEARNING CENTER,NY,109544915,Proprietary,26,26,174369,55,174369,
02056500,MITCHELL'S HAIR STYLING ACADEMY,NC,278938612,Proprietary,8,9,71814,17,71814,
02056800,DAYMAR COLLEGE,OH,456624900,Proprietary,3,3,8771,9,8771,
02058600,CONLEE'S COLLEGE OF COSMETOLOGY,TX,780284288,Proprietary,0,0,0,0,0,
02060300,MIAT COLLEGE OF TECHNOLOGY,MI,481882533,Proprietary,141,181,1309395,381,1309395,
02060900,BROWN COLLEGE OF COURT REPORTING,GA,303092823,Proprietary,1,1,6819,1,6819,
02061000,VENUS BEAUTY ACADEMY,PA,190791501,Proprietary,14,14,71976,24,71976,
02061800,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,075062516,Proprietary,0,0,0,0,0,
02063000,MONTSERRAT COLLEGE OF ART,MA,019154508,Private-Nonprofit,70,74,1269992,133,1269992,
02063500,COASTLINE COMMUNITY COLLEGE,CA,927082597,Public,1,1,6000,2,6000,
02063700,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,SC,293167251,Private-Nonprofit,0,0,0,0,0,
02065300,PRESCOTT COLLEGE,AZ,863012990,Private-Nonprofit,21,23,265238,42,265238,
02065700,CALIFORNIA BEAUTY COLLEGE,CA,953541190,Proprietary,5,6,18723,12,18723,
02066100,OHIO STATE COLLEGE OF BARBER STYLING,OH,432131301,Proprietary,1,1,13000,2,13000,
02066200,"NEW SCHOOL, THE",NY,100118603,Private-Nonprofit,721,741,19932914,1608,19932914,
02068100,ADLER UNIVERSITY,IL,606027298,Private-Nonprofit,0,0,0,0,0,
02068200,COX COLLEGE,MO,658021988,Private-Nonprofit,20,20,187611,33,187611,
02068300,DOUGLAS EDUCATION CENTER,PA,150621097,Proprietary,63,96,1344549,188,1344548,
02069000,NEW YORK SCHOOL OF INTERIOR DESIGN,NY,100215110,Private-Nonprofit,21,21,504447,41,504447,
02069300,VATTEROTT COLLEGE,IL,623055938,Proprietary,48,73,486224,171,486224,
02070500,CONCORDIA UNIVERSITY,CA,926123203,Private-Nonprofit,243,248,4906034,465,4906034,
02073300,GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,OH,456740000,Public,0,0,0,0,0,
02073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,725030000,Public,1,1,650,2,650,
02073900,WOR-WIC COMMUNITY COLLEGE,MD,218041486,Public,8,8,60932,16,60932,
02074000,BRANFORD HALL CAREER INSTITUTE,CT,064059811,Proprietary,149,160,690467,299,690467,
02074400,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE,IL,628372601,Public,0,0,0,0,0,
02074600,SOUTH ARKANSAS COMMUNITY COLLEGE,AR,717317010,Public,0,0,0,0,0,
02074800,LIFE UNIVERSITY,GA,300602996,Private-Nonprofit,55,78,1040477,153,1040477,
02075300,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE,AR,721183347,Public,14,16,65354,38,65354,
02075700,BRIARCLIFFE COLLEGE,NY,117143545,Proprietary,144,186,1331550,367,1331550,
02075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,900131829,Private-Nonprofit,31,42,1052735,75,1052735,
02077100,MILWAUKEE INSTITUTE OF ART & DESIGN,WI,532026003,Private-Nonprofit,117,123,1583304,230,1583304,
02077400,NORTH LAKE COLLEGE,TX,750383899,Public,0,0,0,0,0,
02078000,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,WI,531320000,Private-Nonprofit,0,0,0,0,0,
02078800,COLLECTIV HAIR DRESSING ACADEMY,UT,840473022,Proprietary,0,0,0,0,0,
02078900,ART INSTITUTE OF COLORADO (THE),CO,802032172,Proprietary,147,182,1555616,452,1555616,
02079400,EMPIRE BEAUTY SCHOOL,MA,017025232,Proprietary,181,217,1041737,403,1041737,
02079700,COLLEGE OF HAIR DESIGN,NE,685082199,Proprietary,27,35,204386,81,204386,
02081400,ARLINGTON BAPTIST UNIVERSITY,TX,760123425,Private-Nonprofit,28,29,275521,53,275521,
02082400,UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE,,CB3   9ET,Foreign-Public,0,0,0,0,0,
02083400,UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE,,CB3   9BB,Foreign-Public,0,0,0,0,0,
02083600,BRIGHTWOOD COLLEGE,MD,207052698,Proprietary,52,57,411083,164,411083,
02083900,NORTHERN NEW MEXICO COLLEGE,NM,875300000,Public,0,0,0,0,0,
02084800,RAVENSCROFT BEAUTY COLLEGE,IN,468354132,Proprietary,8,8,51547,19,51547,
02086400,MARINELLO SCHOOL OF BEAUTY,CA,950504808,Proprietary,16,16,37257,20,37257,
02087000,OZARKA COLLEGE,AR,725560010,Public,0,0,0,0,0,
02087400,UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE,,CB3   9DF,Foreign-Public,0,0,0,0,0,
02087600,CONCORDIA THEOLOGICAL SEMINARY,IN,468254996,Private-Nonprofit,0,0,0,0,0,
02087900,OXFORD BROOKES UNIVERSITY,,OX3   0BP,Foreign-Public,6,6,190507,12,190507,
02089600,CONCORDE CAREER INSTITUTE,FL,322566905,Proprietary,93,109,850191,231,850191,
02090200,TRIANGLE TECH,PA,165022594,Proprietary,8,8,57629,16,57629,
02090300,CAPRI COLLEGE,IA,524040000,Proprietary,27,33,122222,60,122222,
02090700,CLEVELAND UNIVERSITY-KANSAS CITY,KS,662101613,Private-Nonprofit,4,4,67124,7,67124,
02091200,ELEGANCE INTERNATIONAL,CA,900286106,Proprietary,74,74,712028,143,712028,
02091700,BRIGHTWOOD COLLEGE,CA,921231509,Proprietary,142,150,1110034,381,1110034,
02092100,MASSACHUSETTS SCHOOL OF BARBERING,MA,021695058,Proprietary,2,2,7842,6,7842,
02092300,EASTWICK COLLEGE - NUTLEY CAMPUS,NJ,071109802,Proprietary,82,105,503359,273,503359,
02092400,RIDLEY-LOWELL SCHOOL OF BUSINESS,NY,139013190,Proprietary,1,1,10087,2,10087,
02092500,LAUREL TECHNICAL INSTITUTE,PA,161461612,Proprietary,25,39,110446,87,110446,
02093700,LONG ISLAND BUSINESS INSTITUTE,NY,113542997,Proprietary,2,2,12583,4,12583,
02094100,BEN-GURION UNIVERSITY OF THE NEGEV,,8410501,Foreign-Public,0,0,0,0,0,
02094400,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,,CB3   0BN,Foreign-Public,0,0,0,0,0,
02095500,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,NW1 4SA,Foreign-Public,0,0,0,0,0,
02096100,FIELDING GRADUATE UNIVERSITY,CA,931053814,Private-Nonprofit,0,0,0,0,0,
02097300,HASTINGS BEAUTY SCHOOL,MN,550331205,Proprietary,0,0,0,0,0,
02098300,WESTERN TECHNICAL COLLEGE,TX,799272105,Proprietary,162,163,1219443,311,1216115,
02098400,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM,NY,133501446,Public,1,1,6700,2,6700,
02098800,UNIVERSITY OF PHOENIX,AZ,852822371,Proprietary,848,935,9529238,1782,9465314,
02099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,941085800,Private-Nonprofit,0,0,0,0,0,
02099500,CENTRAL COMMUNITY COLLEGE,NE,688017299,Public,33,35,143320,62,143320,
02099700,ROSS MEDICAL EDUCATION CENTER,MI,485071234,Proprietary,10,10,43798,18,43798,
02100000,UNIVERSIDAD POLITECNICA DE PUERTO RICO,PR,009185955,Private-Nonprofit,6,6,45500,18,45500,
02100200,BROOKHAVEN COLLEGE,TX,752444997,Public,0,0,0,0,0,
02100300,MED-ASSIST SCHOOL OF HAWAII,HI,968134322,Proprietary,5,5,36750,12,36750,
02100500,UNIVERSAL TECHNICAL INSTITUTE,AZ,850279969,Proprietary,1344,1866,15196538,4515,15196538,
02100600,CARRINGTON COLLEGE,AZ,850154096,Proprietary,300,327,1886347,1486,1884034,
02101000,NORTHWEST COLLEGE SCHOOL OF BEAUTY,OR,970867702,Proprietary,15,16,69405,31,69405,
02101900,ROEHAMPTON UNIVERSITY,,SW15 5PJ,Foreign-Public,7,7,218475,21,218475,
02102100,KINGSWOOD UNIVERSITY,,E4E 5L2,Foreign-Private,6,6,46500,12,46500,
02103700,CAPRI INSTITUTE OF HAIR DESIGN,NJ,076523901,Proprietary,12,12,68505,24,68505,
02104000,HARRIS SCHOOL OF BUSINESS,NJ,080022983,Proprietary,128,139,521718,244,521718,
02104300,OTSEGO DELAWARE SCHOHARIE GREENE BOCES,NY,121340000,Public,1,1,11218,4,11218,
02104400,SPA TECH INSTITUTE,ME,040930000,Proprietary,35,35,210378,67,210378,
02104900,SUMNER COLLEGE,OR,972247157,Proprietary,19,23,161682,59,161682,
02105300,EVERGREEN BEAUTY AND BARBER COLLEGE,WA,980073722,Proprietary,1,1,8350,2,8350,
02105900,BRITTANY BEAUTY ACADEMY,NY,112095409,Proprietary,11,11,40440,23,40440,
02106100,COLLEGE OF COSMETOLOGY,OR,976013233,Proprietary,0,0,0,0,0,
02106400,O'MORE COLLEGE OF DESIGN,TN,370642816,Private-Nonprofit,23,23,300100,38,300100,
02106600,AMERICAN INSTITUTE,CT,061101922,Proprietary,72,92,405229,176,405229,
02106700,TRINITY LUTHERAN COLLEGE,WA,982013569,Private-Nonprofit,23,23,254540,45,254540,
02106800,BRAMSON ORT COLLEGE MAIN CAMPUS-01,NY,113754239,Private-Nonprofit,3,3,20500,5,20500,
02107300,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,191021424,Private-Nonprofit,22,22,493855,41,493855,
02107700,TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,895123999,Public,4,4,26975,6,26975,
02107800,UNIVERSITY OF HAWAII - WEST OAHU,HI,967074507,Public,9,9,47162,18,47162,
02108600,LONDON ACADEMY OF MUSIC & DRAMATIC ART,,W14 9DA,Foreign-Private,7,8,250475,22,250475,
02108800,WARDS CORNER BEAUTY ACADEMY,VA,235053700,Proprietary,4,4,13787,7,13787,
02110200,COLUMBIA COLLEGE HOLLYWOOD,CA,913561411,Private-Nonprofit,100,112,2199770,314,2199770,
02110700,CLEVELAND INSTITUTE OF DENTAL - MEDICAL ASSISTANTS,OH,441152285,Proprietary,32,34,151001,66,151001,
02110800,CALIFORNIA COLLEGE SAN DIEGO,CA,921111009,Proprietary,29,33,180346,58,180346,
02110900,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN,NY,147609303,Public,3,3,14000,6,14000,
02111300,CUYAMACA COLLEGE,CA,920194369,Public,0,0,0,0,0,
02111600,SOVAH HEALTH SCHOOL OF HEALTH PROFESSIONS,VA,245412922,Proprietary,0,0,0,0,0,
02112200,GREAT LAKES INSTITUTE OF TECHNOLOGY,PA,165092482,Proprietary,51,56,347923,145,347923,
02112300,RIDLEY - LOWELL BUSINESS & TECHNICAL INSTITUTE,CT,063205548,Proprietary,30,32,168010,56,168010,
02112700,"NORTH HAVEN ACADEMY, LLC",CT,064733108,Proprietary,25,27,272060,55,272060,
02113600,AMERICAN INTERCONTINENTAL UNIVERSITY,IL,601732007,Proprietary,230,262,1760957,677,1760957,
02113800,ROBERTO-VENN SCHOOL OF LUTHIERY,AZ,850072514,Proprietary,7,7,99211,14,99211,
02114200,JOHNSON COLLEGE,PA,185081495,Private-Nonprofit,70,72,657166,126,657166,
02115900,UNIVERSITY OF PORTSMOUTH,,PO1 2UP,Foreign-Public,3,3,64578,8,64578,
02116000,SANFORD-BROWN COLLEGE,TX,770428900,Proprietary,6,6,67497,12,67497,
02116300,PUEBLO COMMUNITY COLLEGE,CO,810041499,Public,12,12,66902,21,66902,
02116700,UNIVERSITY OF CAMBRIDGE - LUCY CAVENDISH COLLEGE,,CB3   0BU,Foreign-Public,0,0,0,0,0,
02116900,UPPER VALLEY JOINT VOCATIONAL SCHOOL,OH,453569237,Public,7,8,48369,14,48369,
02117100,ART INSTITUTE OF HOUSTON (THE),TX,770277311,Proprietary,731,971,9988476,2658,9988476,
02117300,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS,OH,452411581,Public,28,28,187872,55,187872,
02117400,BECK SCHOOL OF PRACTICAL NURSING,IL,622783368,Public,5,5,22751,10,22751,
02117500,NAROPA UNIVERSITY,CO,803026697,Private-Nonprofit,56,66,1076688,109,1076688,
02117800,AVEDA INSTITUTE LAFAYETTE,LA,705033246,Proprietary,13,13,80116,26,80116,
02118000,LEVITTOWN BEAUTY ACADEMY,PA,190541713,Proprietary,4,4,26200,8,26200,
02119100,MISSION COLLEGE,CA,950541897,Public,0,0,0,0,0,
02119200,COURT REPORTING INSTITUTE OF ST LOUIS,MO,631053329,Proprietary,3,4,22112,11,22112,
02119300,PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES,PA,159041440,Proprietary,15,15,98050,30,98050,
02120000,UNIVERSITY OF LONDON - THE COURTAULD INSTITUTE OF ART,,WC2R 0RN,Foreign-Public,0,0,0,0,0,
02120600,SAYBROOK UNIVERSITY,CA,946121928,Private-Nonprofit,0,0,0,0,0,
02120700,SAN JOAQUIN VALLEY COLLEGE,CA,932919283,Proprietary,704,804,6305815,1598,6261939,
02121100,MIDWEST INSTITUTE,MO,630262023,Proprietary,9,10,84856,19,84856,
02122000,NEW ENGLAND HAIR ACADEMY,MA,021485118,Proprietary,20,20,150105,38,150105,
02123200,AVEDA INSTITUTE,MN,554141004,Proprietary,31,34,310317,65,310317,
02124000,ORANGE ULSTER BOCES SCHOOL OF PRACTICAL NURSING,NY,109242410,Public,5,6,29594,14,29594,
02124400,UNIVERSITY OF SPA & COSMETOLOGY ARTS,IL,627040000,Proprietary,33,34,166845,69,166845,
02124500,FRANKLIN TECHNOLOGY CENTER,MO,648011595,Public,4,4,26300,7,26300,
02125000,CAREER ACADEMY OF BEAUTY,CA,928452032,Proprietary,7,7,33076,14,33076,
02125200,MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,DE,199581462,Private-Nonprofit,0,0,0,0,0,
02125300,NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,371152120,Proprietary,2,2,18500,4,18500,
02125500,CIRCLE IN THE SQUARE THEATRE SCHOOL,NY,100196795,Private-Nonprofit,12,12,333717,24,333717,
02125600,MICHIGAN COLLEGE OF BEAUTY-TROY,MI,480835210,Proprietary,5,5,61329,10,61329,
02126300,MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM,NY,134783526,Public,2,2,14228,8,14228,
02126500,ENID BEAUTY COLLEGE,OK,737034767,Proprietary,0,0,0,0,0,
02127400,YTI CAREER INSTITUTE,PA,174029017,Proprietary,180,226,1544490,581,1544490,
02128200,BRIDGES BEAUTY COLLEGE,CA,923953821,Proprietary,1,1,5500,2,5500,
02128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,950511303,Proprietary,48,52,299157,99,299157,
02128600,ART INSTITUTE OF CINCINNATI (THE),OH,452463322,Proprietary,11,15,113562,28,113562,
02129000,TRIANGLE TECH,PA,156013304,Proprietary,72,88,733377,170,733377,
02131600,PENNCO TECH,NJ,080129961,Proprietary,157,193,1162791,369,1162791,
02132300,FORTIS INSTITUTE,NJ,074707041,Proprietary,163,209,1030802,446,1030802,
02132800,NATIONAL CONSERVATORY OF DRAMATIC ARTS,DC,200072758,Private-Nonprofit,0,0,0,0,0,
02133400,UNIVERSITY OF CAMBRIDGE - SIDNEY SUSSEX COLLEGE,,CB2   3HU,Foreign-Public,0,0,0,0,0,
02134500,LA' JAMES INTERNATIONAL COLLEGE,IA,528063452,Proprietary,6,8,44635,16,44635,
02134800,OLD TOWN BARBER  COLLEGE,KS,672111693,Proprietary,7,9,20975,15,20975,
02136600,WISCONSIN LUTHERAN COLLEGE,WI,532264626,Private-Nonprofit,157,158,1669261,286,1669261,
02137000,ROB ROY ACADEMY,MA,027803121,Proprietary,6,6,26596,11,26596,
02137100,BLACK HILLS BEAUTY COLLEGE,SD,577012718,Proprietary,7,7,39670,14,39670,
02137200,MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP PROGRAM,MA,021142696,Private-Nonprofit,0,0,0,0,0,
02138300,PALO ALTO UNIVERSITY,CA,943041337,Private-Nonprofit,6,6,75189,19,75189,
02139500,HAWAII INSTITUTE OF HAIR DESIGN,HI,968175195,Proprietary,9,9,51592,19,51592,
02140000,RIVERSIDE COLLEGE OF HEALTH CAREERS,VA,236013808,Private-Nonprofit,17,17,104128,35,104128,
02140400,ST. JOSEPH SCHOOL OF NURSING,NH,030604161,Private-Nonprofit,1,1,6000,2,6000,
02140700,CANTON CITY SCHOOL DISTRICT ADULT CAREER & TECHNICAL EDUCATION,OH,447051710,Public,1,1,2950,2,2950,
02140800,MARTIN UNIVERSITY,IN,462183878,Private-Nonprofit,1,1,1000,2,1000,
02141500,SAVANNAH COLLEGE OF ART AND DESIGN,GA,314014592,Private-Nonprofit,2041,2501,60384885,5973,60384885,
02142000,UNIVERSITY OF CAMBRIDGE - HOMERTON COLLEGE,,CB2   8PH,Foreign-Public,0,0,0,0,0,
02142200,LEX LA RAY TECHNICAL CENTER,MO,640671525,Public,0,0,0,0,0,
02143400,SALISH KOOTENAI COLLEGE,MT,598550000,Public,0,0,0,0,0,
02143500,STERLING COLLEGE,VT,058270072,Private-Nonprofit,16,24,200536,49,200536,
02144000,BEAUTY INSTITUTE (THE),PA,181091629,Proprietary,11,15,62731,29,62731,
02144600,KILIAN COMMUNITY COLLEGE,SD,571037020,Private-Nonprofit,0,0,0,0,0,
02144800,VET TECH INSTITUTE OF HOUSTON,TX,770279881,Proprietary,68,76,536952,142,536952,
02145100,SCOTT COLLEGE OF COSMETOLOGY,WV,260033532,Proprietary,1,1,3000,2,3000,
02145800,CAYUGA ONONDAGA BOCES,NY,130219430,Public,0,0,0,0,0,
02146000,WAYNE - FINGER LAKES BOCES,NY,145131863,Public,2,2,17140,4,17140,
02146600,SOUTH MOUNTAIN COMMUNITY COLLEGE,AZ,850425898,Public,0,0,0,0,0,
02146800,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),NJ,078014054,Proprietary,18,19,334900,37,334900,
02148200,FASHION FOCUS HAIR ACADEMY,FL,342314815,Proprietary,3,3,29452,6,29452,
02148700,CONNECTICUT INSTITUTE OF HAIR DESIGN,CT,067163322,Proprietary,2,3,17455,6,17455,
02149700,UNIVERSITY OF WINCHESTER (THE),,S022 4NR,Foreign-Public,5,5,149301,10,149301,
02149900,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,FL,322464737,Proprietary,45,45,309819,96,309819,
02150600,COSMETOLOGY AND SPA ACADEMY,IL,600144003,Proprietary,4,4,25041,7,25041,
