OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00100800,ATHENS STATE UNIVERSITY,AL,356111999,PUBLIC,0,0,0,0,0
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,PUBLIC,0,0,0,0,0
00102800,MILES COLLEGE,AL,350642697,PRIVATE,331,381,1408035,701,1275459
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,1,2,6200,4,6200
00105100,UNIVERSITY OF ALABAMA,AL,354870120,PUBLIC,957,1081,10959703,2004,10603598
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,PUBLIC,673,687,5243803,1465,4732777
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,226,250,1429073,451,1373721
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,0,0,0,0,0
02341000,FORTIS COLLEGE,AL,366092012,PROPRIETARY,7,7,15529,7,15551
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PROPRIETARY,14,15,51759,29,42621
03010600,VIRGINIA COLLEGE,AL,352095154,PROPRIETARY,456,615,4265613,1420,3738042
03361400,FORTIS COLLEGE,AL,365353547,PROPRIETARY,4,4,5782,5,5782
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,PRIVATE,5,5,24000,6,24182
00110300,PHILANDER SMITH COLLEGE,AR,722023718,PRIVATE,0,0,0,0,0
00110600,WILLIAMS BAPTIST COLLEGE,AR,724764661,PRIVATE,30,36,139270,58,130127
00573200,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE,AR,718010000,PUBLIC,0,0,0,0,0
01226000,EAST ARKANSAS COMMUNITY COLLEGE,AR,723352204,PUBLIC,11,11,21559,16,21559
02525800,LEES SCHOOL OF COSMETOLOGY,AR,721143800,PROPRIETARY,4,4,26000,6,22750
03005100,ARKANSAS BEAUTY SCHOOL,AR,722095116,PROPRIETARY,0,0,0,0,0
03065100,ABC BEAUTY COLLEGE,AR,719234206,PROPRIETARY,4,4,14316,6,14316
03254300,MARGARET'S HAIR ACADEMY,AR,716554905,PROPRIETARY,0,0,0,0,0
03912300,CROSSETT SCHOOL OF COSMETOLOGY,AR,716350000,PROPRIETARY,0,0,0,0,0
03997300,ARKANSAS BEAUTY COLLEGE,AR,728013741,PROPRIETARY,0,0,0,0,0
