OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,28,29,208347,53,201251
00106200,SHELDON JACKSON COLLEGE,AK,998357699,PRIVATE,10,10,73243,16,67888
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,22,22,134631,41,132649
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,9,10,59589,17,55389
01146200,UNIVERSITY OF ALASKA ANCHORAGE,AK,995088050,PUBLIC,85,88,594108,156,546754
02541000,CAREER ACADEMY,AK,995071033,PROPRIETARY,0,0,0,0,0
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,1,1,1500,1,1500
03160300,ALASKA VOCATIONAL TECHNICAL CENTER,AK,996640889,PUBLIC,1,1,1661,2,1661
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,526,594,3664622,1098,3532443
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,90,101,605483,185,563483
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,94,108,469577,197,457905
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,PUBLIC,316,360,2177462,618,1979763
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350110000,PUBLIC,3,3,6954,4,4954
00100900,AUBURN UNIVERSITY,AL,368495113,PUBLIC,1350,1801,15861685,3270,14977265
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,111,121,1348964,220,1334064
00101300,JOHN C CALHOUN STATE COMMUNITY COLLEGE,AL,356092216,PUBLIC,0,0,0,0,0
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,PUBLIC,1,1,5437,2,5437
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,100,110,464606,175,434967
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,166,169,1370443,315,1290913
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,46,67,275022,102,263772
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,50,52,207228,52,186212
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,13,13,103898,20,88169
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,83,90,483367,153,455757
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,PUBLIC,0,0,0,0,0
00103300,OAKWOOD UNIVERSITY,AL,358960001,PRIVATE,161,171,1497638,301,1437067
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,556,647,5986225,1204,5784433
00103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,PUBLIC,1,1,8500,1,4250
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,PUBLIC,39,39,120613,62,108313
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,226,241,2436243,451,2343039
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,112,121,741828,173,713878
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,17,18,99600,28,89100
00104700,TROY UNIVERSITY,AL,360820001,PUBLIC,195,198,1509300,348,1384870
00104800,TROY STATE UNIVERSITY DOTHAN,AL,363031575,PUBLIC,2,3,18000,6,14000
00104900,TROY STATE UNIVERSITY MONTGOMERY,AL,361034419,PUBLIC,11,12,60316,21,54066
00105000,TUSKEGEE UNIVERSITY,AL,360881645,PRIVATE,363,427,3538696,734,3408277
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,PUBLIC,600,631,4088851,1171,3776616
00106000,FAULKNER STATE COMMUNITY COLLEGE,AL,365072698,PUBLIC,38,41,120764,70,108564
00446200,GADSDEN BUSINESS COLLEGE,AL,359063658,PROPRIETARY,8,8,41951,23,38300
00569700,NORTHWEST - SHOALS COMMUNITY COLLEGE,AL,356623206,PUBLIC,6,6,19094,11,19094
00787100,GEORGE C. WALLACE STATE COMMUNITY COLLEGE,AL,350772000,PUBLIC,0,0,0,0,0
00831000,AUBURN UNIVERSITY MONTGOMERY,AL,361173596,PUBLIC,106,126,429686,218,407658
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,43,56,216375,96,199388
01218200,CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,AL,368697917,PUBLIC,1,1,3000,2,3000
02170600,UNITED STATES SPORTS ACADEMY,AL,365267055,PRIVATE,0,0,0,0,0
02199700,HERITAGE CHRISTIAN UNIVERSITY,AL,356306245,PRIVATE,1,1,5300,2,5300
02270400,SOUTHEASTERN BIBLE COLLEGE,AL,352442083,PRIVATE,15,15,131899,29,113234
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,361174231,PROPRIETARY,7,8,61365,23,61365
02503400,AMRIDGE UNIVERSITY,AL,361173553,PRIVATE,0,0,0,0,0
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PROPRIETARY,76,81,423317,195,392554
03010600,VIRGINIA COLLEGE,AL,352095154,PROPRIETARY,20,21,204329,50,192669
03783300,BLUE CLIFF CAREER COLLEGE,AL,366064749,PROPRIETARY,6,6,20287,10,20287
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,PUBLIC,49,54,198746,91,183043
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,PUBLIC,92,101,555290,176,540309
00108800,LYON COLLEGE,AR,725013699,PRIVATE,40,41,288119,77,283119
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,PUBLIC,132,146,646560,259,614283
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,PUBLIC,221,245,1237567,448,1198884
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,PUBLIC,6,6,17525,11,17525
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,PRIVATE,41,42,196666,74,174699
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,PRIVATE,56,61,622617,100,593437
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,PRIVATE,34,35,154769,61,152421
00109700,HARDING UNIVERSITY,AR,721490001,PRIVATE,647,779,6070644,1464,5852923
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,PUBLIC,86,88,547647,157,488311
00109900,HENDRIX COLLEGE,AR,720323080,PRIVATE,316,327,3105515,632,3026452
00110000,JOHN BROWN UNIVERSITY,AR,727612747,PRIVATE,154,163,1224068,304,1186735
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,PUBLIC,87,94,371142,161,336128
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,PRIVATE,129,135,1091664,251,1050692
00110300,PHILANDER SMITH COLLEGE,AR,722023718,PRIVATE,43,50,251009,77,236741
00110400,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,AR,723420000,PUBLIC,2,2,6000,4,6000
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,PUBLIC,31,34,138945,59,131230
