OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,13,13,75031,23,73031
00106200,SHELDON JACKSON COLLEGE,AK,998357699,PRIVATE,12,13,72270,23,72270
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,30,32,222781,55,211934
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,5,6,27150,10,22400
01146200,UNIVERSITY OF ALASKA ANCHORAGE,AK,995088050,PUBLIC,33,35,170961,61,162517
02541000,CAREER ACADEMY,AK,995071033,PROPRIETARY,3,3,14450,5,10825
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,1,1,4500,3,3375
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,414,475,2320997,821,2148571
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,49,58,238415,99,222024
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,40,41,145707,66,138601
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,PUBLIC,394,431,1905146,695,1762783
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,74,82,707107,144,668566
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,PUBLIC,1,1,3000,1,1500
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,61,63,221908,103,208140
00101800,GEORGE C. WALLACE COMMUNITY COLLEGE,AL,363030943,PUBLIC,2,2,17880,4,17880
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,99,102,621459,175,576224
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,19,21,94089,41,94089
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,32,32,131363,53,124776
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,11,11,44777,16,38753
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,75,79,355309,135,345517
00103200,NORTHWEST ALABAMA COMMUNITY COLLEGE,AL,35581,PUBLIC,0,0,0,0,0
00103300,OAKWOOD UNIVERSITY,AL,358960001,PRIVATE,255,270,1894478,447,1798932
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,418,455,2911396,803,2789911
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,130,142,1070595,259,1053185
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,8,10,54812,18,54812
00104700,TROY UNIVERSITY,AL,360820001,PUBLIC,89,93,439793,122,420531
00104800,TROY STATE UNIVERSITY DOTHAN,AL,363031575,PUBLIC,0,0,0,0,0
00104900,TROY STATE UNIVERSITY MONTGOMERY,AL,361034419,PUBLIC,3,3,12600,6,10100
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,56,57,281767,107,244519
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,PUBLIC,237,252,1134341,307,1054410
00446200,GADSDEN BUSINESS COLLEGE,AL,359063658,PROPRIETARY,6,7,29037,18,26408
00569700,NORTHWEST - SHOALS COMMUNITY COLLEGE,AL,356623206,PUBLIC,1,1,2000,2,2000
00831000,AUBURN UNIVERSITY MONTGOMERY,AL,361173596,PUBLIC,0,0,0,0,0
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,51,60,172934,111,168863
02170600,UNITED STATES SPORTS ACADEMY,AL,365267055,PRIVATE,0,0,0,0,0
02199700,HERITAGE CHRISTIAN UNIVERSITY,AL,356306245,PRIVATE,0,0,0,0,0
02270400,SOUTHEASTERN BIBLE COLLEGE,AL,352442083,PRIVATE,4,4,19430,8,19430
02296000,PRINCE INSTITUTE OF PROFESSIONAL STUDIES,AL,361174231,PROPRIETARY,9,13,76893,31,67448
02503400,AMRIDGE UNIVERSITY,AL,361173553,PRIVATE,0,0,0,0,0
03028000,"HUNTSVILLE BUSINESS INSTITUTE, LLC",AL,358056200,PROPRIETARY,5,6,25410,9,22723
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,PUBLIC,13,13,45988,22,42538
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,PUBLIC,54,59,265947,96,240235
00108800,LYON COLLEGE,AR,725013699,PRIVATE,22,22,106223,43,104589
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,PUBLIC,32,34,104810,62,103230
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,PUBLIC,82,84,315087,150,302103
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,PRIVATE,9,9,47384,14,39134
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,PRIVATE,22,24,200532,37,173535
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,PRIVATE,12,13,31618,21,31618
00109700,HARDING UNIVERSITY,AR,721490001,PRIVATE,615,653,4277239,1179,4032827
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,PUBLIC,68,71,320746,126,296296
