OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,Public,1224,1367,14680936,2655,14680936
00100300,FAULKNER UNIVERSITY,AL,361093398,Private-Nonprofit,209,238,1846265,444,1846265
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,Public,269,323,3045073,602,3045073
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,Public,997,1262,12444827,2422,12444827
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350100000,Public,1,1,2008,2,2008
00100800,ATHENS STATE UNIVERSITY,AL,356111999,Public,37,41,277998,74,277998
00100900,AUBURN UNIVERSITY,AL,368495113,Public,1747,2089,42650229,3620,42650229
00101200,BIRMINGHAM-SOUTHERN COLLEGE,AL,352540002,Private-Nonprofit,198,209,3344687,386,3344687
00101300,CALHOUN COMMUNITY COLLEGE,AL,356710000,Public,24,24,100440,43,100440
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,Public,8,8,39098,14,39098
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,Public,513,593,5257628,1156,5257628
00101900,HUNTINGDON COLLEGE,AL,361062148,Private-Nonprofit,223,223,2643588,432,2643588
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,Public,433,471,3904027,807,3904027
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,Public,-,-, -,-, -
00102300,JUDSON COLLEGE,AL,367562504,Private-Nonprofit,50,62,494851,125,494851
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,Public,439,468,4962396,811,4962396
00102600,MARION MILITARY INSTITUTE,AL,367563214,Public,45,68,238315,132,238315
00102800,MILES COLLEGE,AL,350642697,Private-Nonprofit,426,487,3212205,913,3212205
00102900,UNIVERSITY OF MOBILE,AL,366630220,Private-Nonprofit,169,188,2182260,377,2182260
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,Public,-,-, -,-, -
00103300,OAKWOOD UNIVERSITY,AL,358960001,Private-Nonprofit,326,363,4820713,695,4820713
00103600,SAMFORD UNIVERSITY,AL,352297000,Private-Nonprofit,369,420,7491358,728,7491358
00103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,Public,9,9,34895,15,34895
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,Public,26,29,144856,57,144856
00104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,246,287,3774705,501,3774705
00104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,151,153,1184555,302,1184555
00104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,141,141,1077256,278,1077256
00104700,TROY UNIVERSITY,AL,360820001,Public,790,953,8655774,1555,8655774
00105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,881,1106,19217871,2177,19217871
00105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,3546,4187,93286722,7222,93286722
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,892,1117,11989291,1847,11989291
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,374,435,4619532,727,4619532
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,2015,2289,24576193,4016,24576193
00106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,63,64,360607,127,360607
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,15,16,189245,35,189245
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,68,86,909819,136,909819
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,35,35,300639,56,300639
00107100,ARIZONA WESTERN COLLEGE,AZ,853658847,Public,18,19,182716,60,182716
00107200,COCHISE COLLEGE,AZ,856352317,Public,2,2,27405,3,27405
00107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,2457,2701,25286776,4996,25286776
00107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,-,-, -,-, -
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,21,23,161558,42,161558
00107800,PHOENIX COLLEGE,AZ,850134234,Public,2,2,18000,4,18000
00107900,YAVAPAI COLLEGE,AZ,863013297,Public,9,11,50453,21,50453
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,6667,7708,119920880,13495,119920880
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,3103,3298,47333946,6130,47333946
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,4114,4549,84589007,8476,84589007
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,95,111,567446,210,567446
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,309,374,2298110,723,2298110
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,50,51,378205,98,378205
00108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,84,85,858900,159,858900
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,422,525,3235203,991,3235203
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,464,532,4433004,908,4433004
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,3,3,17200,6,17200
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,973,1171,9104159,1978,9104159
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,118,119,1115874,227,1115874
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,29,29,331826,57,331826
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,45,45,248745,83,248745
00109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,720,788,9800733,1329,9800733
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,154,190,1310345,356,1310345
00109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,138,141,2254578,261,2254578
00110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,198,200,2088891,366,2088891
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,256,325,2071204,526,2071204
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,193,209,2337827,359,2337827
00110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,216,251,2396635,500,2339173
00110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,-,-, -,-, -
00110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,80,83,744538,153,744538
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,280,322,1870683,611,1870683
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,1747,2096,28181724,3389,28181724
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,51,59,268609,103,268609
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,67,67,540684,136,540684
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,-,-, -,-, -
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,-,-, -,-, -
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,230,278,7377833,492,7377833
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,1053,1285,15828140,2430,15828140
00111800,BAKERSFIELD COLLEGE,CA,933051299,Public,2,3,13500,12,13500
00112000,AMERICAN BAPTIST SEMINARY OF THE WEST,CA,947043029,Private-Nonprofit,-,-, -,-, -
00112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,674,679,14317105,1279,14317105
00112400,CABRILLO COLLEGE,CA,950033194,Public,-,-, -,-, -
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,1088,1407,21344081,2131,21344081
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,232,309,3603262,509,3603262
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,23,24,578350,71,578350
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,140,156,4434585,288,4434585
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,620,663,10873655,1223,10873655
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,174,218,2922187,380,2922187
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,457,474,5860877,905,5860877
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,382,388,4085409,1076,4085409
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,281,291,3154797,530,3154797
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,57,59,698622,110,698622
