OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,32,35,243477,59,228731
00106200,SHELDON JACKSON COLLEGE,AK,998357699,PRIVATE,7,8,44730,13,42592
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,41,46,289016,79,267896
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,18,21,137330,37,130847
01146200,UNIVERSITY OF ALASKA ANCHORAGE,AK,995088050,PUBLIC,86,92,525004,153,466956
02541000,CAREER ACADEMY,AK,995071033,PROPRIETARY,7,7,32904,12,26799
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,0,0,0,0,0
03160300,ALASKA VOCATIONAL TECHNICAL CENTER,AK,996640889,PUBLIC,4,4,24318,8,24318
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,410,467,3781892,834,3516695
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,80,90,550863,175,515890
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,88,92,469561,168,435121
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,PUBLIC,286,328,2296126,574,2109387
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350110000,PUBLIC,3,3,6299,5,5677
00100900,AUBURN UNIVERSITY,AL,368495113,PUBLIC,1469,1901,19951040,3179,18893420
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,118,134,1428519,255,1386638
00101300,JOHN C CALHOUN STATE COMMUNITY COLLEGE,AL,356092216,PUBLIC,23,23,67437,36,61275
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,PUBLIC,1,1,3091,1,2061
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,138,163,792840,279,755614
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,149,155,1330424,281,1207607
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,198,213,1120994,398,1058694
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,33,38,218406,68,204083
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,39,43,206393,43,193473
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,16,17,104868,24,100968
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,135,155,1061652,285,1002665
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,PUBLIC,0,0,0,0,0
00103300,OAKWOOD UNIVERSITY,AL,358960001,PRIVATE,180,197,2093040,362,2004793
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,514,615,6306256,1149,6129036
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,PUBLIC,48,49,167225,83,152042
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,235,252,2609985,469,2561663
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,119,129,987024,224,969249
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,17,17,138700,24,124950
00104700,TROY UNIVERSITY,AL,360820001,PUBLIC,249,270,1808532,481,1680621
00104800,TROY STATE UNIVERSITY DOTHAN,AL,363031575,PUBLIC,1,1,5000,2,5000
00105000,TUSKEGEE UNIVERSITY,AL,360881645,PRIVATE,414,514,4975622,951,4852297
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,PUBLIC,462,482,3844388,875,3481597
00106000,FAULKNER STATE COMMUNITY COLLEGE,AL,365072698,PUBLIC,52,55,169631,93,152434
