OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,27,29,241917,48,226186
00106200,SHELDON JACKSON COLLEGE,AK,998357699,PRIVATE,4,4,25500,8,23485
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,36,41,259431,67,231739
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,16,18,96900,28,92437
01146200,UNIVERSITY OF ALASKA - ANCHORAGE,AK,995088050,PUBLIC,81,89,513473,146,472044
02541000,CAREER ACADEMY,AK,995071033,PROPRIETARY,2,2,18810,3,14107
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,4,4,14800,7,14800
03160300,ALASKA VOCATIONAL TECHNICAL CENTER,AK,996640889,PUBLIC,1,1,10408,2,8919
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,295,331,2560472,573,2429288
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,115,127,804456,210,756831
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,87,103,490342,160,456914
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,PUBLIC,325,380,2490024,648,2271568
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350110000,PUBLIC,2,3,8400,6,8400
00100900,AUBURN UNIVERSITY,AL,368495113,PUBLIC,1407,1773,20607198,2830,19593178
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,115,133,1510827,236,1411021
00101300,JOHN C CALHOUN STATE COMMUNITY COLLEGE,AL,356092216,PUBLIC,30,31,131417,47,118435
00101500,ENTERPRISE-OZARK COMMUNITY COLLEGE,AL,363311300,PUBLIC,3,3,9786,4,7685
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,145,161,770293,279,745257
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,158,166,1526214,181,1341150
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,211,221,1218114,379,1172364
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,29,33,211758,57,190008
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,70,79,379483,87,356229
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,14,14,83975,16,74975
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,126,133,1120278,246,1049676
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,PUBLIC,0,0,0,0,0
00103300,OAKWOOD COLLEGE,AL,358960001,PRIVATE,141,156,1714241,254,1601411
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,474,598,6206837,998,5978808
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,PUBLIC,47,51,207290,81,181374
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,223,242,2643794,423,2588024
