OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,45,48,665872,85,653311
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,102,118,659083,203,653240
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,43,46,393418,75,390726
00884300,ALASKA BIBLE COLLEGE,AK,995880000,PRIVATE,0,0,0,0,0
01146200,UNIVERSITY OF ALASKA ANCHORAGE,AK,995088050,PUBLIC,348,358,3411112,619,3338942
02541000,ALASKA CAREER COLLEGE,AK,995071033,PROPRIETARY,14,14,118752,26,110428
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,194,234,1625043,536,1528565
03160300,AVTEC - ALASKA'S INSTITUTE OF TECHNOLOGY,AK,996640889,PUBLIC,0,0,0,0,0
04138600,ALASKA CHRISTIAN COLLEGE,AK,996699755,PRIVATE,0,0,0,0,0
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,817,1056,5611043,1883,5563585
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,155,181,1267817,293,1235565
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,121,137,685387,247,677904
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,PUBLIC,807,1040,6509414,1659,6486399
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350100000,PUBLIC,3,4,11719,8,11719
00100800,ATHENS STATE UNIVERSITY,AL,356111999,PUBLIC,22,22,159072,52,152651
00100900,AUBURN UNIVERSITY,AL,368495113,PUBLIC,1385,1616,22667151,2703,22609463
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,181,195,2601976,365,2589383
00101300,CALHOUN COMMUNITY COLLEGE,AL,356092216,PUBLIC,21,21,83344,42,83189
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,PUBLIC,6,6,27534,13,25003
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,174,194,1008453,354,990798
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,161,161,1387805,298,1346915
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,414,478,2227009,765,2201029
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,PUBLIC,0,0,0,0,0
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,55,60,409495,107,408209
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,144,144,815250,251,799014
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,21,23,116041,44,95695
00102800,MILES COLLEGE,AL,350642697,PRIVATE,359,419,2074865,796,2002915
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,141,150,1037891,276,1019998
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,PUBLIC,0,0,0,0,0
00103300,OAKWOOD UNIVERSITY,AL,358960001,PRIVATE,265,279,3044745,471,3033319
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,535,638,8432824,1134,8355156
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,PUBLIC,21,22,80871,41,72899
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,216,244,2298685,447,2290500
00104400,STILLMAN COLLEGE,AL,354011430,PRIVATE,292,293,2332708,570,2318163
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,83,87,613785,176,610591
00104700,TROY UNIVERSITY,AL,360820001,PUBLIC,469,474,3539874,863,3459260
00105000,TUSKEGEE UNIVERSITY,AL,360881645,PRIVATE,546,719,6304814,1364,6220095
00105100,UNIVERSITY OF ALABAMA,AL,354870120,PUBLIC,2170,2535,35824534,4205,35639713
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,PUBLIC,531,624,4421566,1051,4379772
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,225,287,1995760,439,1987740
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,PUBLIC,648,716,4952718,1207,4751021
00106000,JAMES H. FAULKNER STATE COMMUNITY COLLEGE,AL,365072698,PUBLIC,25,27,72320,43,69685
00569700,NORTHWEST - SHOALS COMMUNITY COLLEGE,AL,356623206,PUBLIC,0,0,0,0,0
00787100,GEORGE C. WALLACE STATE COMMUNITY COLLEGE,AL,350772000,PUBLIC,16,16,69656,27,69467
00831000,AUBURN UNIVERSITY MONTGOMERY,AL,361173596,PUBLIC,179,246,1049136,458,1040973
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,3,3,14106,5,12587
01055400,CONCORDIA COLLEGE ALABAMA,AL,367013323,PRIVATE,11,11,54995,16,54845
02170600,UNITED STATES SPORTS ACADEMY,AL,365267055,PRIVATE,0,0,0,0,0
02199700,HERITAGE CHRISTIAN UNIVERSITY,AL,356306245,PRIVATE,0,0,0,0,0
02270400,SOUTHEASTERN BIBLE COLLEGE,AL,352442083,PRIVATE,14,15,86004,23,76402
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE,AL,357580000,PROPRIETARY,7,7,52976,14,52119
02296000,PRINCE INSTITUTE - SOUTHEAST,AL,361174231,PROPRIETARY,6,10,56603,26,56316
02341000,FORTIS COLLEGE,AL,366092012,PROPRIETARY,87,108,284660,242,272250
02503400,AMRIDGE UNIVERSITY,AL,361173553,PRIVATE,2,2,7000,2,7000
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PRIVATE,373,452,2303346,912,2190006
03010600,VIRGINIA COLLEGE,AL,352095154,PROPRIETARY,856,1126,5293469,2514,5025559
03361400,FORTIS COLLEGE,AL,365350000,PROPRIETARY,10,10,26212,19,26044
03783300,BLUE CLIFF CAREER COLLEGE,AL,366064749,PROPRIETARY,4,4,16500,6,13500
03894300,HUNTSVILLE BIBLE COLLEGE,AL,358110000,PRIVATE,0,0,0,0,0
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND,AL,366041411,PROPRIETARY,1,1,13039,2,13039
04067300,SELMA UNIVERSITY,AL,367015232,PRIVATE,1,1,1000,1,1000
04121500,COLUMBIA SOUTHERN UNIVERSITY,AL,365613815,PROPRIETARY,1,1,1800,4,1800
04149200,XCELL ACADEMY A PAUL MITCHELL SCHOOL,AL,352164990,PROPRIETARY,13,13,98100,24,97922
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,PUBLIC,25,27,120178,50,119871
