OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,0,0,0,0,0
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,4,4,16328,7,16328
00100800,ATHENS STATE UNIVERSITY,AL,356111999,PUBLIC,0,0,0,0,0
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,167,183,791693,312,753406
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,PUBLIC,0,0,0,0,0
00102800,MILES COLLEGE,AL,350642697,PRIVATE,232,272,717359,472,644041
00104400,STILLMAN COLLEGE,AL,354031430,PRIVATE,44,45,219100,72,202333
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,10,10,30992,11,31056
00105000,TUSKEGEE UNIVERSITY,AL,360881645,PRIVATE,456,538,3303974,896,3179574
00105100,UNIVERSITY OF ALABAMA,AL,354870120,PUBLIC,644,698,5377532,1160,5175574
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,PUBLIC,369,410,2259520,823,2041252
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,105,117,522118,217,499912
00446200,GADSDEN BUSINESS COLLEGE,AL,359063658,PROPRIETARY,10,10,44059,27,43930
01019300,HERZING UNIVERSITY,AL,352094816,PROPRIETARY,0,0,0,0,0
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PROPRIETARY,273,306,1406513,803,1259223
03010600,VIRGINIA COLLEGE,AL,352095154,PROPRIETARY,409,478,2262728,1099,2009042
03361400,FORTIS COLLEGE,AL,365353547,PROPRIETARY,2,2,5473,2,5473
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,PRIVATE,7,7,21085,10,21236
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,PUBLIC,705,751,3651652,1350,3398880
00110300,PHILANDER SMITH COLLEGE,AR,722023718,PRIVATE,24,25,91991,36,89522
00110600,WILLIAMS BAPTIST COLLEGE,AR,724764661,PRIVATE,22,29,104430,44,98620
00573200,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE,AR,718010000,PUBLIC,0,0,0,0,0
01226000,EAST ARKANSAS COMMUNITY COLLEGE,AR,723352204,PUBLIC,4,4,7537,6,7537
02525800,LEES SCHOOL OF COSMETOLOGY,AR,721143800,PROPRIETARY,3,4,19250,4,15900
03065100,ABC BEAUTY COLLEGE,AR,719234206,PROPRIETARY,0,0,0,0,0
03254300,MARGARET'S HAIR ACADEMY,AR,716554905,PROPRIETARY,1,1,2850,2,2850
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,PUBLIC,0,0,0,0,0
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,PUBLIC,612,653,4163970,1095,3893714
00726600,PIMA COUNTY COMMUNITY COLLEGE,AZ,857095000,PUBLIC,28,29,135134,49,128817
00886400,ARIZONA ACADEMY OF BEAUTY,AZ,857125021,PROPRIETARY,8,8,40600,16,38380
00945100,BROWN MACKIE COLLEGE,AZ,857125300,PROPRIETARY,21,25,110648,63,92578
01084700,ARIZONA AUTOMOTIVE INSTITUTE,AZ,853013503,PROPRIETARY,1,1,9906,2,9906
01180200,ARIZONA ACADEMY OF BEAUTY - NORTH,AZ,857052720,PROPRIETARY,6,7,21300,12,19338
01218400,INTERNATIONAL ACADEMY OF HAIR DESIGN,AZ,852257198,PROPRIETARY,7,7,26000,11,22000
02071200,KAPLAN COLLEGE,AZ,850294349,PROPRIETARY,51,53,316344,91,270653
02173300,DEVOE COLLEGE OF BEAUTY,AZ,856351832,PROPRIETARY,5,5,12547,6,10697
02218800,BROOKLINE COLLEGE,AZ,850215820,PROPRIETARY,38,46,164397,83,149110
02280500,CHARLES OF ITALY BEAUTY COLLEGE,AZ,864035770,PROPRIETARY,2,2,8000,3,8000
02295000,EVEREST COLLEGE PHOENIX,AZ,850211610,PROPRIETARY,2,2,4289,5,4310
02491500,ART CENTER DESIGN COLLEGE (THE),AZ,857162505,PROPRIETARY,109,142,567467,332,511068
02559000,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY,AZ,852831056,PROPRIETARY,0,0,0,0,0
02561900,TONI AND GUY HAIRDRESSING ACADEMY,AZ,852513301,PROPRIETARY,2,2,8400,4,8400
02582700,CORTIVA INSTITUTE - TUCSON,AZ,857103503,PROPRIETARY,23,23,284965,61,255714
02623600,PARADISE VALLEY COMMUNITY COLLEGE,AZ,850321210,PUBLIC,0,0,0,0,0
