OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,PRIVATE,43,49,710516,81,690761
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,PUBLIC,249,286,2366225,470,2310209
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,PUBLIC,45,48,375715,83,363171
00884300,ALASKA BIBLE COLLEGE,AK,995880000,PRIVATE,0,0,0,0,0
01146200,UNIVERSITY OF ALASKA ANCHORAGE,AK,995088050,PUBLIC,332,354,3016560,605,2974307
02541000,ALASKA CAREER COLLEGE,AK,995071033,PROPRIETARY,10,10,88342,18,83893
02576900,CHARTER COLLEGE,AK,995084103,PROPRIETARY,166,195,1558088,440,1482640
03160300,AVTEC - ALASKA'S INSTITUTE OF TECHNOLOGY,AK,996640889,PUBLIC,1,1,7000,2,6796
04138600,ALASKA CHRISTIAN COLLEGE,AK,996699755,PRIVATE,0,0,0,0,0
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,PUBLIC,713,843,5862799,1568,5827232
00100300,FAULKNER UNIVERSITY,AL,361093398,PRIVATE,179,199,1446344,337,1426461
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,PUBLIC,142,160,998488,297,992012
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,PUBLIC,819,952,6813437,1717,6794835
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350100000,PUBLIC,0,0,0,0,0
00100800,ATHENS STATE UNIVERSITY,AL,356111999,PUBLIC,21,21,141408,39,126153
00100900,AUBURN UNIVERSITY,AL,368495113,PUBLIC,1429,1616,27005681,2723,26818157
00101200,BIRMINGHAM SOUTHERN COLLEGE,AL,352540002,PRIVATE,156,164,2210290,303,2200889
00101300,CALHOUN COMMUNITY COLLEGE,AL,356710000,PUBLIC,24,24,91567,42,84986
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,PUBLIC,7,7,40472,16,40265
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,PUBLIC,186,221,1174663,390,1167996
00101900,HUNTINGDON COLLEGE,AL,361062148,PRIVATE,175,176,1588723,330,1579501
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,PUBLIC,401,431,2675349,740,2645026
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,PUBLIC,0,0,0,0,0
00102300,JUDSON COLLEGE,AL,367562504,PRIVATE,55,61,446145,111,440013
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,PUBLIC,200,200,1208247,361,1203669
00102600,MARION MILITARY INSTITUTE,AL,367563214,PUBLIC,31,32,199981,57,190132
00102800,MILES COLLEGE,AL,350642697,PRIVATE,334,354,2083050,660,2038120
00102900,UNIVERSITY OF MOBILE,AL,366630220,PRIVATE,143,148,1171475,290,1160915
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,PUBLIC,0,0,0,0,0
00103300,OAKWOOD UNIVERSITY,AL,358960001,PRIVATE,300,333,4163097,630,4157661
00103600,SAMFORD UNIVERSITY,AL,352297000,PRIVATE,512,605,8838415,1044,8706257
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,PUBLIC,20,21,78541,39,80790
00104100,SPRING HILL COLLEGE,AL,366081791,PRIVATE,210,228,2594522,435,2576228
00104400,STILLMAN COLLEGE,AL,354011430,PRIVATE,277,277,2395420,538,2374700
00104600,TALLADEGA COLLEGE,AL,351602354,PRIVATE,60,68,418872,123,412170
00104700,TROY UNIVERSITY,AL,360820001,PUBLIC,440,476,3519955,824,3487539
00105000,TUSKEGEE UNIVERSITY,AL,360881645,PRIVATE,615,760,8518651,1417,8481624
00105100,UNIVERSITY OF ALABAMA,AL,354870120,PUBLIC,2227,2530,41643535,4326,41309038
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,PUBLIC,497,580,4779368,985,4742245
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,PUBLIC,220,285,2141005,434,2124128
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,PUBLIC,840,912,7193932,1573,7057539
00106000,JAMES H. FAULKNER STATE COMMUNITY COLLEGE,AL,365072698,PUBLIC,27,29,115150,53,115326
00569700,NORTHWEST - SHOALS COMMUNITY COLLEGE,AL,356623206,PUBLIC,2,2,7000,2,7000
00787100,GEORGE C. WALLACE STATE COMMUNITY COLLEGE,AL,350772000,PUBLIC,18,18,100743,33,97845
00831000,AUBURN UNIVERSITY MONTGOMERY,AL,361173596,PUBLIC,141,168,965683,312,960279
01055400,CONCORDIA COLLEGE ALABAMA,AL,367013323,PRIVATE,42,42,164501,55,148742
01218200,CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,AL,368697917,PUBLIC,0,0,0,0,0
02170600,UNITED STATES SPORTS ACADEMY,AL,365267055,PRIVATE,1,1,15750,2,15750
02199700,HERITAGE CHRISTIAN UNIVERSITY,AL,356306245,PRIVATE,1,1,6000,2,6000
02270400,SOUTHEASTERN BIBLE COLLEGE,AL,352442083,PRIVATE,11,12,96800,24,95947
02285000,PAUL MITCHELL THE SCHOOL HUNTSVILLE,AL,357580000,PROPRIETARY,11,11,66995,19,64028
02296000,PRINCE INSTITUTE - SOUTHEAST,AL,361174231,PROPRIETARY,6,8,42499,19,42499
02341000,FORTIS COLLEGE,AL,366092012,PROPRIETARY,86,93,376615,204,361373
02503400,AMRIDGE UNIVERSITY,AL,361173553,PRIVATE,1,1,10000,3,10000
02605500,REMINGTON COLLEGE - MOBILE CAMPUS,AL,366095593,PRIVATE,272,326,1830996,648,1693460
03010600,VIRGINIA COLLEGE,AL,352095154,PROPRIETARY,538,704,3966841,1572,3925962
