OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,357621357,Public,982,1039,13786109,1996,13293484
00100300,FAULKNER UNIVERSITY,AL,361093398,Private-Nonprofit,189,218,1936723,409,1930723
00100400,UNIVERSITY OF MONTEVALLO,AL,351156000,Public,228,253,2712922,483,2712922
00100500,ALABAMA STATE UNIVERSITY,AL,361045714,Public,511,602,5867879,1169,5731623
00100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,350100000,Public,3,3,29426,6,29426
00100800,ATHENS STATE UNIVERSITY,AL,356111999,Public,28,30,178909,52,178909
00100900,AUBURN UNIVERSITY,AL,368495113,Public,1672,1967,45540510,3428,45540510
00101200,BIRMINGHAM-SOUTHERN COLLEGE,AL,352540002,Private-Nonprofit,162,176,2716485,316,2703957
00101300,CALHOUN COMMUNITY COLLEGE,AL,356710000,Public,9,9,47461,19,47461
00101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,363311300,Public,-,-, -,-, -
00101600,UNIVERSITY OF NORTH ALABAMA,AL,356320001,Public,360,385,4188573,737,4188573
00101900,HUNTINGDON COLLEGE,AL,361062148,Private-Nonprofit,214,214,2837903,404,2837903
00102000,JACKSONVILLE STATE UNIVERSITY,AL,362651602,Public,576,624,5665513,1058,5598479
00102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,352153098,Public,-,-, -,-, -
00102300,JUDSON COLLEGE,AL,367562504,Private-Nonprofit,26,26,168447,56,168447
00102400,UNIVERSITY OF WEST ALABAMA,AL,354700000,Public,242,275,3150403,453,3020009
00102600,MARION MILITARY INSTITUTE,AL,367563214,Public,25,31,180914,57,180914
00102800,MILES COLLEGE,AL,350642697,Private-Nonprofit,289,294,1772454,530,1763494
00102900,UNIVERSITY OF MOBILE,AL,366630220,Private-Nonprofit,159,172,2209605,337,2209605
00103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,359860159,Public,-,-, -,-, -
00103300,OAKWOOD UNIVERSITY,AL,358960001,Private-Nonprofit,144,146,1893396,269,1850396
00103600,SAMFORD UNIVERSITY,AL,352297000,Private-Nonprofit,371,423,7619779,734,7619779
00103800,SNEAD STATE COMMUNITY COLLEGE,AL,359570734,Public,3,3,20000,6,20000
00104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,362760000,Public,14,15,87750,29,87750
00104100,SPRING HILL COLLEGE,AL,366081791,Private-Nonprofit,177,200,2754885,345,2754885
00104400,STILLMAN COLLEGE,AL,354011430,Private-Nonprofit,107,111,1088089,212,1083108
00104600,TALLADEGA COLLEGE,AL,351602354,Private-Nonprofit,187,187,1849688,352,1817539
00104700,TROY UNIVERSITY,AL,360820001,Public,626,773,7482732,1238,7482732
00105000,TUSKEGEE UNIVERSITY,AL,360881645,Private-Nonprofit,685,815,15343143,1602,15343143
00105100,UNIVERSITY OF ALABAMA,AL,354870120,Public,3041,3479,84452029,6029,84452029
00105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352941150,Public,785,992,11149290,1601,11149290
00105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,358990001,Public,287,326,3978337,546,3978337
00105700,UNIVERSITY OF SOUTH ALABAMA,AL,366880002,Public,1527,1691,22415239,2980,22399917
00106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,365072698,Public,19,19,129713,43,129713
00106100,ALASKA PACIFIC UNIVERSITY,AK,995084672,Private-Nonprofit,6,6,56782,11,56782
00106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,997757500,Public,35,40,549207,65,549207
00106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,998018680,Public,10,10,114368,20,114368
00107100,ARIZONA WESTERN COLLEGE,AZ,853658847,Public,-,-, -,-, -
00107200,COCHISE COLLEGE,AZ,856352317,Public,5,5,120873,9,120873
00107400,GRAND CANYON UNIVERSITY,AZ,850173030,Proprietary,2471,2800,29916491,4600,29464881
00107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,Public,-,-, -,-, -
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,Public,11,11,101865,22,101865
00107800,PHOENIX COLLEGE,AZ,850134234,Public,-,-, -,-, -
00107900,YAVAPAI COLLEGE,AZ,863013297,Public,2,3,13411,6,13411
00108100,ARIZONA STATE UNIVERSITY,AZ,852870412,Public,5934,6801,116328811,11949,116328811
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,860110001,Public,2134,2204,33107409,4112,33107409
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,Public,3159,3813,68963394,6907,68935517
00108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,716560000,Public,52,55,283877,103,283877
00108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,716012790,Public,239,264,1959682,507,1921171
00108700,ARKANSAS BAPTIST COLLEGE,AR,722026099,Private-Nonprofit,12,13,71448,28,71448
00108800,LYON COLLEGE,AR,725013699,Private-Nonprofit,74,74,588730,107,588730
00108900,ARKANSAS TECH UNIVERSITY,AR,728012222,Public,285,330,2600309,618,2594399
00109000,ARKANSAS STATE UNIVERSITY,AR,724010000,Public,340,374,3445002,648,3427202
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,720121000,Public,3,3,14572,6,14572
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,720350001,Public,590,711,5546323,1180,5546323
00109300,CENTRAL BAPTIST COLLEGE,AR,720346470,Private-Nonprofit,78,78,853632,144,853632
00109400,UNIVERSITY OF THE OZARKS,AR,728302880,Private-Nonprofit,31,31,337582,61,320542
00109500,CROWLEY'S RIDGE COLLEGE,AR,724509775,Private-Nonprofit,49,49,379303,90,379303
00109700,HARDING UNIVERSITY,AR,721490001,Private-Nonprofit,442,502,6799384,823,6762855
00109800,HENDERSON STATE UNIVERSITY,AR,719990001,Public,128,156,1614206,249,1607659
00109900,HENDRIX COLLEGE,AR,720323080,Private-Nonprofit,95,102,1194374,159,1194374
00110000,JOHN BROWN UNIVERSITY,AR,727612747,Private-Nonprofit,143,143,1402829,258,1394985
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,722041099,Public,146,194,1426334,279,1413943
00110200,OUACHITA BAPTIST UNIVERSITY,AR,719980001,Private-Nonprofit,147,156,2053155,278,2053155
00110300,PHILANDER SMITH COLLEGE,AR,722023718,Private-Nonprofit,85,92,858595,176,858595
00110500,SHORTER COLLEGE,AR,721144885,Private-Nonprofit,-,-, -,-, -
00110600,WILLIAMS BAPTIST UNIVERSITY,AR,724764661,Private-Nonprofit,76,83,547229,127,547229
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,717535000,Public,256,283,2249062,542,2249062
00110800,UNIVERSITY OF ARKANSAS,AR,727010000,Public,1487,1705,25587614,2927,25587614
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,722057102,Public,41,52,371158,89,371158
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,729047397,Public,60,60,644894,123,644894
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,Public,-,-, -,-, -
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,Public,2,2,20569,4,12577
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,Private-Nonprofit,124,157,3268925,233,3222512
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,Private-Nonprofit,529,581,9966559,1011,9928799
00111800,BAKERSFIELD COLLEGE,CA,933051299,Public,2,2,25235,6,18663
00111900,BARSTOW COMMUNITY COLLEGE,CA,923116608,Public,-,-, -,-, -
00112000,BERKELEY SCHOOL OF THEOLOGY,CA,947043029,Private-Nonprofit,-,-, -,-, -
00112200,BIOLA UNIVERSITY,CA,906390001,Private-Nonprofit,332,342,6188262,600,6154596
00112400,CABRILLO COLLEGE,CA,950033194,Public,-,-, -,-, -
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,Private-Nonprofit,925,1129,18843015,1875,18843015
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,Private-Nonprofit,98,110,2251724,185,2184545
00113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,911250001,Private-Nonprofit,19,19,631199,57,631199
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,Private-Nonprofit,129,132,4129562,233,4129562
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,Private-Nonprofit,446,467,8487829,866,8332291
00113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,945908181,Public,111,138,1863040,233,1858310
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,Public,167,169,2268521,306,2268521
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,Public,100,108,1282739,189,1282739
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,Public,148,154,2060486,287,2060486
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,Public,19,19,222054,36,222054
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,907470001,Public,63,67,720128,127,720128
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,924072397,Public,76,80,769161,156,769161
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,934070001,Public,1958,2004,33997216,5610,33963837
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,Public,132,138,1921561,255,1921561
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,959290001,Public,260,283,3198803,535,3198803
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,Public,82,84,1081031,154,1081031
00114900,HUMBOLDT STATE UNIVERSITY,CA,955218299,Public,113,122,1462416,221,1462416
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,958196044,Public,772,781,9280865,1477,9280865
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,Public,1501,1599,25703620,3034,25420878
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,913308307,Public,62,64,783579,122,783579
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,Public,1099,1212,16356795,2184,15864610
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,Public,867,907,11685801,1686,11551162
00115600,SONOMA STATE UNIVERSITY,CA,949283609,Public,463,478,6012844,872,6012844
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,Public,115,118,1202124,217,1202124
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,Public,-,-, -,-, -
00116200,CHABOT COLLEGE,CA,945452400,Public,-,-, -,-, -
00116300,CHAFFEY COMMUNITY COLLEGE,CA,917379400,Public,-,-, -,-, -
00116400,CHAPMAN UNIVERSITY,CA,928661099,Private-Nonprofit,1160,1184,28402787,2345,28382255
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,947091217,Private-Nonprofit,-,-, -,-, -
00116600,CITRUS COLLEGE,CA,917411899,Public,5,5,51084,9,42872
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,917116163,Private-Nonprofit,-,-, -,-, -
00117000,CLAREMONT MCKENNA COLLEGE,CA,917116400,Private-Nonprofit,38,39,1131383,67,1131383
00117100,HARVEY MUDD COLLEGE,CA,917115990,Private-Nonprofit,36,38,972364,67,972364
00117200,PITZER COLLEGE,CA,917116101,Private-Nonprofit,39,50,1215915,65,1215915
00117300,POMONA COLLEGE,CA,917116301,Private-Nonprofit,16,17,317987,32,317987
00117400,SCRIPPS COLLEGE,CA,917113948,Private-Nonprofit,27,29,714710,50,714710
00117600,WEST HILLS COMMUNITY COLLEGE,CA,932101399,Public,-,-, -,-, -
00117700,UNIVERSITY OF SILICON VALLEY,CA,951341697,Proprietary,131,194,2055737,353,1996307
00117800,COLLEGE OF MARIN,CA,949042590,Public,-,-, -,-, -
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,940021997,Private-Nonprofit,13,14,306128,23,306128
00118100,COLLEGE OF SAN MATEO,CA,944023784,Public,2,2,36711,4,36711
00118200,COLLEGE OF THE DESERT,CA,922609305,Public,-,-, -,-, -
00118300,HOLY NAMES UNIVERSITY,CA,946191699,Private-Nonprofit,59,66,911777,120,879781
00118500,COLLEGE OF THE REDWOODS,CA,955019300,Public,4,4,50269,7,50269
00118600,COLLEGE OF THE SEQUOIAS,CA,932772234,Public,-,-, -,-, -
00118700,COLLEGE OF THE SISKIYOUS,CA,960942899,Public,9,9,106134,18,106134
00119000,CONTRA COSTA COLLEGE,CA,948063195,Public,-,-, -,-, -
00119100,DIABLO VALLEY COLLEGE,CA,945231544,Public,3,3,35650,5,35650
00119200,CUESTA COLLEGE,CA,934038106,Public,8,8,111351,16,111351
00119300,CYPRESS COLLEGE,CA,906305897,Public,-,-, -,-, -
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,949012298,Private-Nonprofit,237,361,6088125,466,6088125
00119700,EL CAMINO COLLEGE,CA,905060002,Public,-,-, -,-, -
00119900,FOOTHILL COLLEGE,CA,940224597,Public,-,-, -,-, -
00120000,FULLER THEOLOGICAL SEMINARY,CA,911820002,Private-Nonprofit,-,-, -,-, -
00120100,FULLERTON COLLEGE,CA,928322095,Public,-,-, -,-, -
00120200,GAVILAN COLLEGE,CA,950209599,Public,1,1,20869,2,20869
00120300,GLENDALE COMMUNITY COLLEGE,CA,912082894,Public,4,4,33585,8,33585
00120500,GOLDEN GATE UNIVERSITY,CA,941052967,Private-Nonprofit,-,-, -,-, -
00120600,GOLDEN WEST COLLEGE,CA,926472748,Public,2,2,15000,3,15000
00120700,GRADUATE THEOLOGICAL UNION,CA,947091212,Private-Nonprofit,-,-, -,-, -
00120800,GROSSMONT COLLEGE,CA,920201799,Public,-,-, -,-, -
00120900,HARTNELL COMMUNITY COLLEGE,CA,939011697,Public,-,-, -,-, -
00121200,HUMPHREYS UNIVERSITY,CA,952073896,Private-Nonprofit,5,6,82043,30,74939
00121500,LA SIERRA UNIVERSITY,CA,925153332,Private-Nonprofit,180,207,2628901,535,2612501
00121600,UNIVERSITY OF LA VERNE,CA,917504443,Private-Nonprofit,392,420,6976149,747,6769230
00121700,LASSEN COLLEGE,CA,961303000,Public,2,2,5500,6,5500
00121800,LOMA LINDA UNIVERSITY,CA,923500001,Private-Nonprofit,72,77,2238643,192,2012734
00121900,LONG BEACH CITY COLLEGE,CA,908081780,Public,-,-, -,-, -
00122000,MASTER'S UNIVERSITY AND SEMINARY (THE),CA,913211200,Private-Nonprofit,82,82,1569174,156,1569174
00122300,LOS ANGELES CITY COLLEGE,CA,900293588,Public,3,3,30729,5,30729
00122400,LOS ANGELES HARBOR COLLEGE,CA,907442397,Public,-,-, -,-, -
00122600,LOS ANGELES PIERCE COLLEGE,CA,913710001,Public,1,1,7120,2,7120
00122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,900154181,Public,1,1,23000,2,23000
00122800,LOS ANGELES VALLEY COLLEGE,CA,914014096,Public,-,-, -,-, -
00122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,906044051,Private-Nonprofit,-,-, -,-, -
00123000,MARSHALL B. KETCHUM UNIVERSITY,CA,928311699,Private-Nonprofit,-,-, -,-, -
00123200,AMERICAN RIVER COLLEGE,CA,958414286,Public,-,-, -,-, -
00123300,SACRAMENTO CITY COLLEGE,CA,958221386,Public,-,-, -,-, -
00123600,MENLO COLLEGE,CA,940274301,Private-Nonprofit,65,66,1299972,123,1299972
00123700,MERCED COLLEGE,CA,953482898,Public,-,-, -,-, -
00123800,MILLS COLLEGE,CA,946131301,Private-Nonprofit,20,23,374525,40,374525
00123900,MIRACOSTA COLLEGE,CA,920563899,Public,-,-, -,-, -
00124000,MODESTO JUNIOR COLLEGE,CA,953505800,Public,-,-, -,-, -
00124200,MONTEREY PENINSULA COLLEGE,CA,939404799,Public,5,5,107500,15,107500
00124300,MOUNT SAINT MARY'S UNIVERSITY,CA,900491599,Private-Nonprofit,387,443,5285864,803,5237679
00124500,MOUNT SAN ANTONIO COLLEGE,CA,917891399,Public,2,2,11300,8,11300
00124600,MT. SAN JACINTO COLLEGE,CA,925832399,Public,-,-, -,-, -
